timestamp,PM2.5,Temperature,wind_speed
2025-02-01 00:00:00,19.786463,-1.0251483,4.748958
2025-02-01 01:00:00,23.86683,-0.6072185,3.443542
2025-02-01 02:00:00,21.933031,0.6259097,2.2771041
2025-02-01 03:00:00,24.125992,1.6229353,1.93804
2025-02-01 04:00:00,22.375498,3.1963048,8.097549
2025-02-01 05:00:00,22.800228,4.966511,1.6826293
2025-02-01 06:00:00,24.132639,5.537565,4.091872
2025-02-01 07:00:00,24.127552,6.173755,4.392085
2025-02-01 08:00:00,22.409458,6.9309764,5.334757
2025-02-01 09:00:00,18.539425,6.6086607,5.248208
2025-02-01 10:00:00,21.208513,5.730147,0.8256225
2025-02-01 11:00:00,21.75447,6.0430818,3.0177317
2025-02-01 12:00:00,19.978817,3.973989,4.3860707
2025-02-01 13:00:00,19.848955,4.2790165,3.6576688
2025-02-01 14:00:00,18.849083,3.3935676,1.6603373
2025-02-01 15:00:00,15.676877,2.3762143,2.1088824
2025-02-01 16:00:00,18.689346,0.8501299,2.9290018
2025-02-01 17:00:00,16.212439,-0.5963557,0.774061
2025-02-01 18:00:00,16.248846,-2.146712,2.963649
2025-02-01 19:00:00,18.013063,-2.9520652,4.2182407
2025-02-01 20:00:00,23.696888,-5.0,0.1
2025-02-01 21:00:00,18.342287,-3.4298048,4.0583615
2025-02-01 22:00:00,17.306786,-3.2632186,1.2473569
2025-02-01 23:00:00,19.04722,-2.2148652,0.23323542
2025-02-02 00:00:00,19.552616,-1.825901,3.717537
2025-02-02 01:00:00,20.196445,-1.236816,1.5937829
2025-02-02 02:00:00,20.379921,0.7946075,3.8106697
2025-02-02 03:00:00,22.141499,1.7367421,6.187225
2025-02-02 04:00:00,22.843386,3.7635574,3.4167602
2025-02-02 05:00:00,24.319,5.3411965,2.5784812
2025-02-02 06:00:00,22.135954,6.0778394,1.5459584
2025-02-02 07:00:00,22.935692,6.6646833,1.1321385
2025-02-02 08:00:00,25.830559,7.571261,5.5944567
2025-02-02 09:00:00,22.596523,6.5029006,1.8536067
2025-02-02 10:00:00,22.083527,6.465567,2.641652
2025-02-02 11:00:00,21.266375,6.279264,5.402799
2025-02-02 12:00:00,17.274345,5.1326437,0.988791
2025-02-02 13:00:00,18.691,4.317363,2.8832762
2025-02-02 14:00:00,15.138426,2.8152096,2.4686744
2025-02-02 15:00:00,19.045013,1.5633755,4.1599255
2025-02-02 16:00:00,19.863459,0.19213569,5.907244
2025-02-02 17:00:00,16.265158,-0.40095523,2.141991
2025-02-02 18:00:00,19.651718,-1.8535687,0.99887204
2025-02-02 19:00:00,15.478692,-3.143912,1.7131636
2025-02-02 20:00:00,15.723585,-2.968246,6.9245176
2025-02-02 21:00:00,18.86258,-3.2919853,6.9600925
2025-02-02 22:00:00,17.46712,-2.0018914,3.857373
2025-02-02 23:00:00,18.693996,-1.9531821,4.2415013
2025-02-03 00:00:00,21.854868,-0.62438035,1.7510473
2025-02-03 01:00:00,19.534529,-0.104808,5.0380464
2025-02-03 02:00:00,21.275629,1.5485191,2.5066228
2025-02-03 03:00:00,22.108143,2.781771,1.3144536
2025-02-03 04:00:00,23.279413,3.9620879,3.509682
2025-02-03 05:00:00,24.050512,3.9808686,2.4044304
2025-02-03 06:00:00,22.8339,5.921613,3.4379363
2025-02-03 07:00:00,21.02209,7.209716,2.9473846
2025-02-03 08:00:00,23.97161,6.931222,3.7102313
2025-02-03 09:00:00,26.236595,7.5650477,3.262145
2025-02-03 10:00:00,22.48837,6.452017,6.7591605
2025-02-03 11:00:00,21.346416,5.9273057,4.5054355
2025-02-03 12:00:00,19.154774,5.5321302,2.3442748
2025-02-03 13:00:00,18.57225,3.3683605,4.073478
2025-02-03 14:00:00,16.170536,3.65557,1.8440937
2025-02-03 15:00:00,18.605848,1.369327,2.9969013
2025-02-03 16:00:00,17.061066,0.8853752,0.9974776
2025-02-03 17:00:00,18.970129,-1.2264833,0.9603924
2025-02-03 18:00:00,15.460552,-1.5059006,3.2970335
2025-02-03 19:00:00,19.246094,-2.77627,0.18930127
2025-02-03 20:00:00,17.111336,-3.7091897,3.2878735
2025-02-03 21:00:00,17.203415,-3.18247,2.2474957
2025-02-03 22:00:00,18.068895,-2.7156272,3.103931
2025-02-03 23:00:00,18.636742,-1.7857143,4.440644
2025-02-04 00:00:00,17.205393,-1.5097157,5.0228887
2025-02-04 01:00:00,22.061256,0.2706392,3.8290687
2025-02-04 02:00:00,22.952093,1.1439664,1.2716138
2025-02-04 03:00:00,24.273369,1.5970224,4.284112
2025-02-04 04:00:00,23.815863,4.351253,5.9424353
2025-02-04 05:00:00,23.954155,5.5422354,3.6429856
2025-02-04 06:00:00,20.459846,5.7617345,0.75850177
2025-02-04 07:00:00,23.054335,6.5121174,0.5021712
2025-02-04 08:00:00,0.0,6.6915793,3.6768541
2025-02-04 09:00:00,0.0,7.149962,2.401759
2025-02-04 10:00:00,22.823364,6.3290253,7.5807486
2025-02-04 11:00:00,0.0,6.3850102,2.0404925
2025-02-04 12:00:00,0.0,4.968456,2.5450084
2025-02-04 13:00:00,0.0,3.2535307,4.1117663
2025-02-04 14:00:00,17.313135,2.9763494,1.773807
2025-02-04 15:00:00,17.27147,1.5554676,4.7740083
2025-02-04 16:00:00,18.627369,-0.8699038,2.5019176
2025-02-04 17:00:00,18.277576,-0.9849834,0.1775814
2025-02-04 18:00:00,18.248034,-1.7169943,2.1760757
2025-02-04 19:00:00,17.590511,-2.6883085,5.3385005
2025-02-04 20:00:00,17.201824,-3.2052567,3.5738032
2025-02-04 21:00:00,17.66685,-2.332677,2.4725745
2025-02-04 22:00:00,19.545898,-2.9179518,3.9078596
2025-02-04 23:00:00,21.063042,-1.0396336,2.381664
2025-02-05 00:00:00,22.778736,-1.3263856,3.42863
2025-02-05 01:00:00,21.346882,0.65482396,0.44572845
2025-02-05 02:00:00,22.32215,2.3624833,4.999334
2025-02-05 03:00:00,24.651875,2.131619,4.971117
2025-02-05 04:00:00,21.170076,4.2711306,3.2889493
2025-02-05 05:00:00,24.215702,4.79094,3.0275476
2025-02-05 06:00:00,21.779806,6.454228,5.270284
2025-02-05 07:00:00,25.12597,7.393637,3.9800723
2025-02-05 08:00:00,24.429007,7.8631487,2.4861946
2025-02-05 09:00:00,24.21218,7.4457197,2.64384
2025-02-05 10:00:00,23.361992,6.3832726,3.9491053
2025-02-05 11:00:00,21.542673,6.213017,6.691422
2025-02-05 12:00:00,17.95986,6.205898,2.0748403
2025-02-05 13:00:00,19.484257,4.357451,2.1424465
2025-02-05 14:00:00,19.420044,3.5631888,4.619594
2025-02-05 15:00:00,18.25947,1.7170346,1.9593023
2025-02-05 16:00:00,17.008057,-0.70548165,1.1593053
2025-02-05 17:00:00,17.24609,-1.3510082,0.90443623
2025-02-05 18:00:00,17.629175,-1.7418818,5.9139824
